id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str,x_max_nm
ALD_Al2O3_Si_00170,Al2O3,Si(100),ALD,346.2,6.5,0.8,1.17,99.9,2.0,2.8180747407768507e-17,2.82e-17,10.0
ALD_Al2O3_Si_00171,Al2O3,Si(100),ALD,320.4,2.8,0.54,1.13,99.9,2.0,1.2693376805509989e-17,1.27e-17,6.8070480159048135
ALD_Al2O3_Si_00172,Al2O3,Si(100),ALD,241.1,4.4,0.35,1.05,99.9,1.49,4.690249848070844e-18,4.69e-18,2.481770579903747
ALD_Al2O3_Si_00173,Al2O3,Si(100),ALD,206.7,3.9,0.78,1.04,99.9,0.52,5.52487691066208e-18,5.52e-18,1.4033154306423192
ALD_Al2O3_Si_00174,Al2O3,Si(100),ALD,204.3,7.8,0.31,1.02,99.3,0.59,2.777823286817972e-18,2.78e-18,0.7117517080481408
ALD_Al2O3_Si_00175,Al2O3,Si(100),ALD,180.6,7.5,0.35,1.0,96.0,0.71,2.197679943684052e-18,2.2e-18,0.8095020363532036
ALD_Al2O3_Si_00176,Al2O3,Si(100),ALD,184.4,1.8,0.77,1.04,99.9,0.6,4.2806303460904786e-18,4.28e-18,1.4160996917492477
ALD_Al2O3_Si_00177,Al2O3,Si(100),ALD,328.3,3.9,0.36,1.15,99.9,2.0,1.0027980608897965e-17,1e-17,4.940049960254864
ALD_Al2O3_Si_00178,Al2O3,Si(100),ALD,316.8,8.1,0.94,1.19,99.9,2.0,5.05393196866198e-17,5.05e-17,10.0
ALD_Al2O3_Si_00179,Al2O3,Si(100),ALD,160.9,2.2,0.68,0.99,99.9,1.29,2.7774071269703524e-18,2.78e-18,2.304662268843328
ALD_Al2O3_Si_00180,Al2O3,Si(100),ALD,321.9,3.1,0.83,1.2,99.9,2.0,1.9264248971270973e-17,1.93e-17,10.0
ALD_Al2O3_Si_00181,Al2O3,Si(100),ALD,242.4,2.9,0.71,1.09,99.9,1.29,6.549462966430973e-18,6.55e-18,3.6163052540947227
ALD_Al2O3_Si_00182,Al2O3,Si(100),ALD,235.5,1.8,0.4,1.04,99.9,1.18,3.551262995778075e-18,3.55e-18,1.8282971121886236
ALD_Al2O3_Si_00183,Al2O3,Si(100),ALD,287.7,0.4,0.33,1.09,99.9,2.0,7.384559249829851e-18,7.38e-18,4.0587528595025875
ALD_Al2O3_Si_00184,Al2O3,Si(100),ALD,163.6,0.8,0.74,1.01,99.9,1.22,4.6853735698800164e-18,4.69e-18,2.953188404551023
ALD_Al2O3_Si_00185,Al2O3,Si(100),ALD,185.6,0.1,0.86,1.03,99.9,0.62,5.484658074337916e-18,5.48e-18,1.750487630973525
ALD_Al2O3_Si_00186,Al2O3,Si(100),ALD,206.4,7.1,0.59,1.05,99.9,0.59,6.3679873369403195e-18,6.37e-18,1.4866970008889357
ALD_Al2O3_Si_00187,Al2O3,Si(100),ALD,327.1,7.2,0.39,1.15,99.9,2.0,1.2914986042374836e-17,1.29e-17,5.8351580271760435
ALD_Al2O3_Si_00188,Al2O3,Si(100),ALD,347.0,2.5,0.58,1.18,99.9,2.0,1.7801627451940582e-17,1.78e-17,8.354437199091787
ALD_Al2O3_Si_00189,Al2O3,Si(100),ALD,241.6,7.0,0.68,1.06,99.9,1.3,4.796407572594985e-18,4.8e-18,3.0521031067610096
ALD_Al2O3_Si_00190,Al2O3,Si(100),ALD,207.8,5.2,0.82,1.03,99.9,0.45,8.361841066771139e-18,8.36e-18,1.531841202097044
ALD_Al2O3_Si_00191,Al2O3,Si(100),ALD,341.7,4.0,0.09,1.14,99.9,2.0,2.9742973748087e-18,2.97e-18,1.3451998077734078
ALD_Al2O3_Si_00192,Al2O3,Si(100),ALD,221.4,2.3,0.6,1.06,99.9,0.73,5.55608727190136e-18,5.56e-18,1.7327119356364409
ALD_Al2O3_Si_00193,Al2O3,Si(100),ALD,241.1,10.0,0.25,1.06,99.9,1.33,2.4003912166926548e-18,2.4e-18,1.3393867924558711
ALD_Al2O3_Si_00194,Al2O3,Si(100),ALD,183.2,8.7,0.68,1.0,96.1,0.5,5.296404121754008e-18,5.3e-18,1.2335545809488633
ALD_Al2O3_Si_00195,Al2O3,Si(100),ALD,215.7,0.8,0.21,1.03,99.9,0.76,1.9910057229816125e-18,1.99e-18,0.6388558061060212
ALD_Al2O3_Si_00196,Al2O3,Si(100),ALD,347.6,2.9,0.24,1.17,99.9,2.0,7.192010532832539e-18,7.19e-18,3.415891960889207
ALD_Al2O3_Si_00197,Al2O3,Si(100),ALD,209.2,5.2,0.94,1.04,99.9,0.56,5.256859720961403e-18,5.26e-18,1.6182980101986064
ALD_Al2O3_Si_00198,Al2O3,Si(100),ALD,339.0,4.8,0.05,1.14,99.9,2.0,2.0700795976778522e-18,2.07e-18,0.8364728949673828
ALD_Al2O3_Si_00199,Al2O3,Si(100),ALD,243.4,7.2,0.16,1.05,99.9,1.26,2.1458665485512484e-18,2.15e-18,0.9597878405473691
ALD_Al2O3_Si_00200,Al2O3,Si(100),ALD,285.6,7.7,0.77,1.11,99.9,2.0,1.444047053537128e-17,1.44e-17,8.669806066499676
ALD_Al2O3_Si_00201,Al2O3,Si(100),ALD,286.2,9.1,0.46,1.11,99.9,2.0,3.598501453658181e-18,3.6e-18,3.345130807650947
ALD_Al2O3_Si_00202,Al2O3,Si(100),ALD,270.0,5.1,0.06,1.08,99.9,2.0,9.353689214152277e-19,9.35e-19,0.6159428825191637
ALD_Al2O3_Si_00203,Al2O3,Si(100),ALD,229.5,4.0,1.0,1.1,99.9,0.93,9.217537765720265e-18,9.22e-18,3.6705721378193568
ALD_Al2O3_Si_00204,Al2O3,Si(100),ALD,282.0,2.4,0.75,1.14,99.9,2.0,1.0499822900140597e-17,1.05e-17,7.29617037244285
ALD_Al2O3_Si_00205,Al2O3,Si(100),ALD,282.1,2.7,0.67,1.09,99.9,2.0,1.4076133485045638e-17,1.41e-17,7.984586638046374
ALD_Al2O3_Si_00206,Al2O3,Si(100),ALD,189.1,9.7,0.45,1.0,97.4,0.64,3.718110752649168e-18,3.72e-18,1.0761944405816348
ALD_Al2O3_Si_00207,Al2O3,Si(100),ALD,330.3,9.9,0.19,1.15,99.9,2.0,5.888160440771494e-18,5.89e-18,2.7500460487284406
ALD_Al2O3_Si_00208,Al2O3,Si(100),ALD,332.2,8.1,0.32,1.16,99.9,2.0,1.2095861299212206e-17,1.21e-17,5.1152484946926915
ALD_Al2O3_Si_00209,Al2O3,Si(100),ALD,157.2,3.7,1.0,1.01,99.9,1.25,3.533552358214174e-18,3.53e-18,3.0546336434848125
ALD_Al2O3_Si_00210,Al2O3,Si(100),ALD,223.1,9.9,0.29,1.1,96.4,0.65,2.3549789933543334e-18,2.35e-18,0.6983115522183849
ALD_Al2O3_Si_00211,Al2O3,Si(100),ALD,259.3,1.5,0.93,1.11,99.9,2.0,1.2748238670500988e-17,1.27e-17,8.952408998348188
ALD_Al2O3_Si_00212,Al2O3,Si(100),ALD,278.4,6.1,0.96,1.14,99.9,2.0,1.2929829369380139e-17,1.29e-17,9.160208549783642
ALD_Al2O3_Si_00213,Al2O3,Si(100),ALD,176.5,1.0,0.49,1.02,99.9,0.76,3.567640836275343e-18,3.57e-18,1.3063078834171244
ALD_Al2O3_Si_00214,Al2O3,Si(100),ALD,262.1,0.6,0.62,1.1,99.9,2.0,7.250979969331476e-18,7.25e-18,5.512740448040528
ALD_Al2O3_Si_00215,Al2O3,Si(100),ALD,175.3,5.9,0.89,1.02,95.5,0.97,7.620434605803737e-18,7.62e-18,3.283975891396824
ALD_Al2O3_Si_00216,Al2O3,Si(100),ALD,241.9,9.5,0.62,1.08,98.1,1.32,5.242772717247898e-18,5.24e-18,3.0938100338995933
ALD_Al2O3_Si_00217,Al2O3,Si(100),ALD,191.2,8.4,0.66,1.01,98.7,0.62,8.468549066048247e-18,8.47e-18,1.905511234579075
ALD_Al2O3_Si_00218,Al2O3,Si(100),ALD,261.0,8.2,0.23,1.07,97.8,2.0,5.8378775398498985e-18,5.84e-18,3.0127615237450542
ALD_Al2O3_Si_00219,Al2O3,Si(100),ALD,251.6,0.5,0.3,1.06,99.9,1.83,3.657245234252898e-18,3.66e-18,2.491908610372718
ALD_Al2O3_Si_00220,Al2O3,Si(100),ALD,303.7,4.5,0.53,1.13,99.9,2.0,1.546617668968737e-17,1.55e-17,7.44393832885603
ALD_Al2O3_Si_00221,Al2O3,Si(100),ALD,163.9,7.7,0.83,1.04,98.2,1.27,3.8128932418916544e-18,3.81e-18,2.9370642171499175
ALD_Al2O3_Si_00222,Al2O3,Si(100),ALD,325.3,7.8,0.07,1.1,99.9,2.0,2.3334117916910364e-18,2.33e-18,1.0507951559786515
ALD_Al2O3_Si_00223,Al2O3,Si(100),ALD,258.1,5.6,0.58,1.1,99.9,2.0,7.278078772087904e-18,7.28e-18,5.341899591868256
ALD_Al2O3_Si_00224,Al2O3,Si(100),ALD,349.6,9.9,0.26,1.14,99.9,2.0,5.8892225840818736e-18,5.89e-18,3.217281090265863
ALD_Al2O3_Si_00225,Al2O3,Si(100),ALD,296.1,7.4,0.58,1.12,99.9,2.0,3.859309391046713e-18,3.86e-18,3.8899331948525737
ALD_Al2O3_Si_00226,Al2O3,Si(100),ALD,333.8,6.2,0.45,1.17,99.9,2.0,1.180902174554147e-17,1.18e-17,5.993583581626033
ALD_Al2O3_Si_00227,Al2O3,Si(100),ALD,254.9,1.1,0.64,1.09,99.9,1.95,8.930026714400331e-18,8.93e-18,6.060302879440783
ALD_Al2O3_Si_00228,Al2O3,Si(100),ALD,183.4,2.2,0.67,1.0,99.9,0.62,6.225561264943369e-18,6.23e-18,1.6461207856659676
ALD_Al2O3_Si_00229,Al2O3,Si(100),ALD,162.5,7.8,0.59,0.98,94.5,1.16,3.0122613262946853e-18,3.01e-18,2.0103592400424874
ALD_Al2O3_Si_00230,Al2O3,Si(100),ALD,208.1,1.4,0.62,1.05,99.9,0.61,6.676420964971332e-18,6.68e-18,1.6133956741570803
ALD_Al2O3_Si_00231,Al2O3,Si(100),ALD,340.3,9.0,0.57,1.16,99.9,2.0,1.4946993815545513e-17,1.49e-17,7.589055051194449
ALD_Al2O3_Si_00232,Al2O3,Si(100),ALD,307.1,7.3,0.13,1.12,99.9,2.0,2.5557457893468017e-18,2.56e-18,1.4986625369568591
ALD_Al2O3_Si_00233,Al2O3,Si(100),ALD,232.1,9.3,0.5,1.06,97.6,0.96,6.945508884859809e-18,6.95e-18,2.325688916235863
ALD_Al2O3_Si_00234,Al2O3,Si(100),ALD,172.9,5.2,0.73,1.0,97.6,0.62,1.9764651399267245e-18,1.98e-18,0.9681464365364618
ALD_Al2O3_Si_00235,Al2O3,Si(100),ALD,159.0,9.6,0.87,1.03,94.0,1.31,4.26653340991645e-18,4.27e-18,3.281042452786786
ALD_Al2O3_Si_00236,Al2O3,Si(100),ALD,274.8,2.4,0.96,1.13,99.9,2.0,1.3313336601793272e-17,1.33e-17,9.295064777127571
ALD_Al2O3_Si_00237,Al2O3,Si(100),ALD,270.8,4.1,0.5,1.07,99.9,2.0,1.1246590426960964e-17,1.12e-17,6.1655069250734
ALD_Al2O3_Si_00238,Al2O3,Si(100),ALD,338.9,8.8,0.56,1.17,99.9,2.0,1.4259482484042565e-17,1.43e-17,7.347155700785953
ALD_Al2O3_Si_00239,Al2O3,Si(100),ALD,190.5,5.4,0.7,1.02,98.0,0.6,5.453802643699117e-18,5.45e-18,1.5240293533585827
ALD_Al2O3_Si_00240,Al2O3,Si(100),ALD,217.0,3.3,0.76,1.07,99.9,0.69,8.832565476691968e-18,8.83e-18,2.3240350413629938
ALD_Al2O3_Si_00241,Al2O3,Si(100),ALD,169.8,6.9,0.7,0.99,99.9,0.83,2.4524972126953317e-18,2.45e-18,1.4137568621173646
ALD_Al2O3_Si_00242,Al2O3,Si(100),ALD,298.5,5.6,0.91,1.14,99.9,2.0,1.7271444453956382e-17,1.73e-17,10.0
ALD_Al2O3_Si_00243,Al2O3,Si(100),ALD,269.5,3.8,0.75,1.11,99.9,2.0,9.778679036414244e-18,9.78e-18,7.041157768053505
ALD_Al2O3_Si_00244,Al2O3,Si(100),ALD,266.3,1.2,0.82,1.12,99.9,2.0,1.5706478803590193e-17,1.57e-17,9.330817397423505
ALD_Al2O3_Si_00245,Al2O3,Si(100),ALD,163.9,3.8,0.77,0.98,99.9,1.09,4.836152743571373e-18,4.84e-18,2.7344199714062434
ALD_Al2O3_Si_00246,Al2O3,Si(100),ALD,218.6,7.9,0.24,1.03,98.7,0.53,2.020814282941776e-18,2.02e-18,0.4798307144514372
ALD_Al2O3_Si_00247,Al2O3,Si(100),ALD,253.1,2.2,0.81,1.09,99.9,1.81,7.450821853420714e-18,7.45e-18,5.780514919810095
ALD_Al2O3_Si_00248,Al2O3,Si(100),ALD,310.4,2.3,0.71,1.14,99.9,2.0,2.158960399824735e-17,2.16e-17,10.0
ALD_Al2O3_Si_00249,Al2O3,Si(100),ALD,268.0,3.7,0.23,1.11,99.9,2.0,3.2184163456733567e-18,3.22e-18,2.236960825372884
ALD_Al2O3_Si_00250,Al2O3,Si(100),ALD,211.4,0.7,0.95,1.06,99.9,0.53,4.8250629030941896e-18,4.83e-18,1.4751375366720176
ALD_Al2O3_Si_00251,Al2O3,Si(100),ALD,218.0,2.5,0.73,1.04,99.9,0.66,4.0816277621367135e-18,4.08e-18,1.4810353191320242
ALD_Al2O3_Si_00252,Al2O3,Si(100),ALD,151.3,4.6,0.39,0.98,99.9,1.78,2.0107260319974656e-18,2.01e-18,2.049142252634381
ALD_Al2O3_Si_00253,Al2O3,Si(100),ALD,176.8,1.0,0.11,1.01,99.9,0.77,4.477134651653488e-19,4.48e-19,0.3
ALD_Al2O3_Si_00254,Al2O3,Si(100),ALD,162.7,9.4,0.61,1.01,94.0,1.24,5.447825017783941e-18,5.45e-18,2.9386071424975357
ALD_Al2O3_Si_00255,Al2O3,Si(100),ALD,305.2,8.3,0.99,1.13,99.9,2.0,1.5831202977271746e-17,1.58e-17,10.0
ALD_Al2O3_Si_00256,Al2O3,Si(100),ALD,272.5,5.2,0.16,1.07,99.9,2.0,2.4589726423652242e-18,2.46e-18,1.6308356170939566
ALD_Al2O3_Si_00257,Al2O3,Si(100),ALD,302.8,3.5,0.12,1.13,99.9,2.0,2.6267996131877225e-18,2.63e-18,1.4597465006698527
ALD_Al2O3_Si_00258,Al2O3,Si(100),ALD,278.0,7.4,0.65,1.1,99.9,2.0,8.477547308955594e-18,8.48e-18,6.103305897261818
ALD_Al2O3_Si_00259,Al2O3,Si(100),ALD,256.3,7.1,0.28,1.08,99.9,2.0,1.832701209913024e-18,1.83e-18,1.8625082147801046
ALD_Al2O3_Si_00260,Al2O3,Si(100),ALD,185.6,2.4,0.53,1.02,99.9,0.65,3.5643851460499765e-18,3.56e-18,1.1614137312221762
ALD_Al2O3_Si_00261,Al2O3,Si(100),ALD,268.9,1.9,0.93,1.1,99.9,2.0,1.0859769208442482e-17,1.09e-17,8.262759651571391
ALD_Al2O3_Si_00262,Al2O3,Si(100),ALD,189.7,4.5,0.52,1.01,99.9,0.67,3.5854556476828265e-18,3.59e-18,1.189301602692584
ALD_Al2O3_Si_00263,Al2O3,Si(100),ALD,239.2,2.8,0.51,1.02,99.9,1.33,5.394453014242713e-18,5.39e-18,2.86783254336945
ALD_Al2O3_Si_00264,Al2O3,Si(100),ALD,323.4,4.4,0.84,1.15,99.9,2.0,2.302314610592393e-17,2.3e-17,10.0
ALD_Al2O3_Si_00265,Al2O3,Si(100),ALD,239.1,4.2,0.19,1.04,99.9,1.18,3.3672571037790212e-18,3.37e-18,1.2269879538475688
ALD_Al2O3_Si_00266,Al2O3,Si(100),ALD,171.6,9.9,0.28,0.97,94.3,0.93,1.311816220997737e-18,1.31e-18,0.7327263587470934
ALD_Al2O3_Si_00267,Al2O3,Si(100),ALD,175.9,2.2,0.1,1.01,99.9,0.65,4.9653850662299295e-19,4.97e-19,0.3
ALD_Al2O3_Si_00268,Al2O3,Si(100),ALD,345.0,8.5,0.77,1.16,99.9,2.0,1.4666693494357668e-17,1.47e-17,8.737452316140589
ALD_Al2O3_Si_00269,Al2O3,Si(100),ALD,229.3,1.4,0.2,1.03,99.9,0.87,1.848807905008459e-18,1.85e-18,0.6877387539725424
ALD_Al2O3_Si_00270,Al2O3,Si(100),ALD,237.9,2.8,0.3,1.05,99.9,1.2,3.645826243104455e-18,3.65e-18,1.6314854653246837
ALD_Al2O3_Si_00271,Al2O3,Si(100),ALD,347.3,7.0,0.06,1.17,99.9,2.0,1.6046821274123585e-18,1.6e-18,0.8067583720535242
ALD_Al2O3_Si_00272,Al2O3,Si(100),ALD,284.1,3.0,0.36,1.08,99.9,2.0,6.974097094552189e-18,6.97e-18,4.119728472763977
ALD_Al2O3_Si_00273,Al2O3,Si(100),ALD,200.0,6.0,0.99,1.07,99.9,0.57,6.935329016718459e-18,6.94e-18,1.9416428141938207
ALD_Al2O3_Si_00274,Al2O3,Si(100),ALD,245.6,7.4,0.96,1.09,99.9,1.52,7.608004308405594e-18,7.61e-18,5.340205032513003
ALD_Al2O3_Si_00275,Al2O3,Si(100),ALD,345.2,7.3,0.41,1.15,99.9,2.0,1.4228611643577308e-17,1.42e-17,6.279810509190454
ALD_Al2O3_Si_00276,Al2O3,Si(100),ALD,301.8,0.9,0.31,1.12,99.9,2.0,5.990290192971702e-18,5.99e-18,3.5430568903690354
ALD_Al2O3_Si_00277,Al2O3,Si(100),ALD,332.6,5.3,0.43,1.16,99.9,2.0,1.2486913629010514e-17,1.25e-17,6.024695887495714
ALD_Al2O3_Si_00278,Al2O3,Si(100),ALD,341.2,4.9,0.11,1.14,99.9,2.0,2.737089180865572e-18,2.74e-18,1.426639237821405
ALD_Al2O3_Si_00279,Al2O3,Si(100),ALD,223.5,3.4,0.43,1.05,99.9,0.69,3.2762167271528428e-18,3.28e-18,1.0646650129433295
ALD_Al2O3_Si_00280,Al2O3,Si(100),ALD,238.9,8.6,0.98,1.08,99.9,1.28,1.12538025950845e-17,1.13e-17,5.526065219531228
ALD_Al2O3_Si_00281,Al2O3,Si(100),ALD,264.6,4.9,0.83,1.11,99.9,2.0,1.0967731960349856e-17,1.1e-17,7.84460008433387
ALD_Al2O3_Si_00282,Al2O3,Si(100),ALD,235.6,9.4,0.4,1.07,99.2,1.09,7.093959185730556e-18,7.09e-18,2.3869547641693876
ALD_Al2O3_Si_00283,Al2O3,Si(100),ALD,167.3,2.0,0.89,1.04,99.9,1.06,6.0430164091835844e-18,6.04e-18,3.195737564680677
ALD_Al2O3_Si_00284,Al2O3,Si(100),ALD,311.9,7.1,0.06,1.1,99.9,2.0,1.7023676745034665e-18,1.7e-18,0.8309514599413169
ALD_Al2O3_Si_00285,Al2O3,Si(100),ALD,291.0,2.5,0.68,1.16,99.9,2.0,1.1881556746174167e-17,1.19e-17,7.39034099692385
ALD_Al2O3_Si_00286,Al2O3,Si(100),ALD,324.1,5.3,0.13,1.1,99.9,2.0,1.8591126232368032e-18,1.86e-18,1.2781972356801994
ALD_Al2O3_Si_00287,Al2O3,Si(100),ALD,185.3,7.5,0.52,1.01,97.6,0.66,2.6115452334635073e-18,2.61e-18,0.9998566418885576
ALD_Al2O3_Si_00288,Al2O3,Si(100),ALD,168.3,4.4,0.4,1.0,99.9,0.85,1.7936897049389384e-18,1.79e-18,0.9359786262459344
ALD_Al2O3_Si_00289,Al2O3,Si(100),ALD,328.8,6.9,0.46,1.16,99.9,2.0,1.1421670388745157e-17,1.14e-17,5.959599503392988
ALD_Al2O3_Si_00290,Al2O3,Si(100),ALD,286.2,5.3,0.73,1.11,99.9,2.0,1.2692226565143056e-17,1.27e-17,7.914139223798628
ALD_Al2O3_Si_00291,Al2O3,Si(100),ALD,225.2,5.8,0.25,1.03,99.9,0.74,2.8628451513048273e-18,2.86e-18,0.8138493208518616
ALD_Al2O3_Si_00292,Al2O3,Si(100),ALD,165.6,4.4,0.34,0.98,97.2,1.13,1.9617188840165946e-18,1.96e-18,1.1997192868284872
ALD_Al2O3_Si_00293,Al2O3,Si(100),ALD,182.4,5.4,0.09,0.98,98.1,0.74,8.019993891627281e-19,8.02e-19,0.3
ALD_Al2O3_Si_00294,Al2O3,Si(100),ALD,242.8,0.9,0.83,1.1,99.9,1.44,8.582225228361278e-18,8.58e-18,4.996257859936019
ALD_Al2O3_Si_00295,Al2O3,Si(100),ALD,229.7,6.9,0.38,1.05,99.9,0.93,4.049906803899036e-18,4.05e-18,1.4998250878923782
ALD_Al2O3_Si_00296,Al2O3,Si(100),ALD,340.8,1.6,0.74,1.17,99.9,2.0,2.4762229386751824e-17,2.48e-17,10.0
ALD_Al2O3_Si_00297,Al2O3,Si(100),ALD,335.9,4.6,0.77,1.19,99.9,2.0,2.3856528853255184e-17,2.39e-17,10.0
ALD_Al2O3_Si_00298,Al2O3,Si(100),ALD,173.4,2.2,0.75,1.02,99.9,1.02,6.275818109374e-18,6.28e-18,2.8767977460291263
ALD_Al2O3_Si_00299,Al2O3,Si(100),ALD,192.8,3.1,0.78,1.04,99.9,0.54,6.8117049745044905e-18,6.81e-18,1.6181259708191618
ALD_Al2O3_Si_00300,Al2O3,Si(100),ALD,175.8,5.7,0.46,1.01,99.8,0.87,1.8064434416136767e-18,1.81e-18,1.0309882247825513
ALD_Al2O3_Si_00301,Al2O3,Si(100),ALD,276.5,1.6,0.66,1.1,99.9,2.0,1.0146941527286364e-17,1.01e-17,6.728416925112537
ALD_Al2O3_Si_00302,Al2O3,Si(100),ALD,160.1,8.6,0.81,0.99,94.0,1.36,3.9753709514529644e-18,3.98e-18,3.172587436533965
ALD_Al2O3_Si_00303,Al2O3,Si(100),ALD,215.9,3.4,0.54,1.05,99.9,0.54,8.865485823012936e-18,8.87e-18,1.5359789428188775
ALD_Al2O3_Si_00304,Al2O3,Si(100),ALD,210.5,9.7,0.92,1.07,95.4,0.53,6.871699648635246e-18,6.87e-18,1.7323882124361707
ALD_Al2O3_Si_00305,Al2O3,Si(100),ALD,150.2,5.4,0.07,0.95,97.4,1.77,2.2729372435510727e-19,2.27e-19,0.3
ALD_Al2O3_Si_00306,Al2O3,Si(100),ALD,266.9,7.5,0.75,1.11,99.9,2.0,1.2256375195024612e-17,1.23e-17,7.882881594872194
ALD_Al2O3_Si_00307,Al2O3,Si(100),ALD,150.3,7.3,0.14,0.98,94.8,1.67,7.329402995589648e-19,7.33e-19,0.6954375585634581
ALD_Al2O3_Si_00308,Al2O3,Si(100),ALD,250.7,4.6,0.65,1.07,99.9,1.62,7.789085412554762e-18,7.79e-18,4.738689778698805
ALD_Al2O3_Si_00309,Al2O3,Si(100),ALD,214.5,7.2,0.64,1.05,99.9,0.57,5.098672800090929e-18,5.1e-18,1.3385566817426542
ALD_Al2O3_Si_00310,Al2O3,Si(100),ALD,175.9,2.6,0.92,1.02,99.9,0.87,7.075931138013719e-18,7.08e-18,2.8856809834765427
ALD_Al2O3_Si_00311,Al2O3,Si(100),ALD,190.9,3.9,0.21,1.0,99.9,0.42,1.1077614579674646e-18,1.11e-18,0.3
ALD_Al2O3_Si_00312,Al2O3,Si(100),ALD,257.1,3.3,0.94,1.12,99.9,2.0,1.1130834763777749e-17,1.11e-17,8.41009966783684
ALD_Al2O3_Si_00313,Al2O3,Si(100),ALD,167.7,3.3,0.12,0.99,99.9,1.04,5.358380944415744e-19,5.36e-19,0.3428341749911403
ALD_Al2O3_Si_00314,Al2O3,Si(100),ALD,224.9,6.0,0.56,1.07,99.9,0.8,7.36369942539894e-18,7.36e-18,2.111909867197565
ALD_Al2O3_Si_00315,Al2O3,Si(100),ALD,257.8,1.9,0.62,1.11,99.9,2.0,8.94793386853196e-18,8.95e-18,6.123935044543757
ALD_Al2O3_Si_00316,Al2O3,Si(100),ALD,165.4,5.0,0.47,0.99,99.9,1.0,1.7684171988370307e-18,1.77e-18,1.1851809064595384
ALD_Al2O3_Si_00317,Al2O3,Si(100),ALD,302.0,3.3,0.81,1.15,99.9,2.0,1.2436353474783605e-17,1.24e-17,8.252060172255478
ALD_Al2O3_Si_00318,Al2O3,Si(100),ALD,274.4,3.2,0.45,1.09,99.9,2.0,1.2307629123203238e-17,1.23e-17,6.118807710067727
ALD_Al2O3_Si_00319,Al2O3,Si(100),ALD,319.7,8.9,0.46,1.15,99.9,2.0,1.5504514962280576e-17,1.55e-17,6.94354662450737
ALD_Al2O3_Si_00320,Al2O3,Si(100),ALD,154.5,7.5,0.73,0.99,99.0,1.66,4.416811039171678e-18,4.42e-18,3.8749605034224954
ALD_Al2O3_Si_00321,Al2O3,Si(100),ALD,159.4,0.9,0.58,0.99,99.9,1.24,2.845774461523387e-18,2.85e-18,2.0709960618890615
ALD_Al2O3_Si_00322,Al2O3,Si(100),ALD,257.8,2.0,0.91,1.11,99.9,2.0,1.8907722649784042e-17,1.89e-17,10.0
ALD_Al2O3_Si_00323,Al2O3,Si(100),ALD,200.1,1.8,0.08,0.99,99.9,0.47,4.110503437824529e-19,4.11e-19,0.3
ALD_Al2O3_Si_00324,Al2O3,Si(100),ALD,192.8,2.0,0.79,1.06,99.9,0.44,6.8414595829193644e-18,6.84e-18,1.3297927389712025
ALD_Al2O3_Si_00325,Al2O3,Si(100),ALD,267.9,2.1,0.06,1.06,99.9,2.0,7.71709657154191e-19,7.72e-19,0.5594688882697051
ALD_Al2O3_Si_00326,Al2O3,Si(100),ALD,279.3,8.3,0.14,1.07,99.9,2.0,2.0853546171239504e-18,2.09e-18,1.4048414891531738
ALD_Al2O3_Si_00327,Al2O3,Si(100),ALD,150.8,3.3,0.54,1.0,99.9,1.71,3.0608639408935292e-18,3.06e-18,2.857974537142456
ALD_Al2O3_Si_00328,Al2O3,Si(100),ALD,246.2,4.5,0.65,1.09,99.9,1.66,7.259935863364383e-18,7.26e-18,4.687858676698558
ALD_Al2O3_Si_00329,Al2O3,Si(100),ALD,300.7,6.6,0.34,1.13,99.9,2.0,6.083299194615838e-18,6.08e-18,3.739231855462435
ALD_Al2O3_Si_00330,Al2O3,Si(100),ALD,258.2,7.9,0.54,1.09,99.9,2.0,6.12976265843122e-18,6.13e-18,4.7303367330812005
ALD_Al2O3_Si_00331,Al2O3,Si(100),ALD,215.0,5.8,0.15,1.02,99.9,0.51,6.865645527820108e-19,6.87e-19,0.3
ALD_Al2O3_Si_00332,Al2O3,Si(100),ALD,339.9,5.2,0.92,1.17,99.9,2.0,3.467110781333269e-17,3.47e-17,10.0
ALD_Al2O3_Si_00333,Al2O3,Si(100),ALD,168.4,7.2,0.68,1.0,99.9,0.93,2.705540275997547e-18,2.71e-18,1.6398637245176968
ALD_Al2O3_Si_00334,Al2O3,Si(100),ALD,276.8,9.9,0.86,1.11,99.9,2.0,2.380659891957507e-17,2.38e-17,10.0
ALD_Al2O3_Si_00335,Al2O3,Si(100),ALD,227.6,8.4,0.28,1.06,99.9,0.93,2.509799662836264e-18,2.51e-18,1.0135025479360025
ALD_Al2O3_Si_00336,Al2O3,Si(100),ALD,292.2,3.7,0.22,1.1,99.9,2.0,6.1606235088922045e-18,6.16e-18,3.0268926777182714
ALD_Al2O3_Si_00337,Al2O3,Si(100),ALD,294.9,7.5,0.18,1.09,99.9,2.0,1.967122610125492e-18,1.97e-18,1.5471246853439766
ALD_Al2O3_Si_00338,Al2O3,Si(100),ALD,314.8,7.8,0.66,1.14,99.9,2.0,1.907828775766659e-17,1.91e-17,9.226033202823697
ALD_Al2O3_Si_00339,Al2O3,Si(100),ALD,162.1,3.8,0.9,1.01,99.5,1.37,6.112850630300329e-18,6.11e-18,4.177409654118717
