id,material,substrate,process,T_C,P_Torr,t_pulse_s,GPC_A_per_cycle,Uniformity_pct,Interdiffusion_Width_nm,Diffusivity_cm2_per_s,Diffusivity_cm2_per_s_str
ALD_Al2O3_Si_00192,Al2O3,Si(100),ALD,221.4,2.3,0.6,1.06,99.9,0.73,5.55608727190136e-18,5.56e-18
ALD_Al2O3_Si_00193,Al2O3,Si(100),ALD,241.1,10,0.25,1.06,99.9,1.33,2.4003912166926548e-18,2.40e-18
ALD_Al2O3_Si_00194,Al2O3,Si(100),ALD,183.2,8.7,0.68,1,96.1,0.5,5.296404121754008e-18,5.30e-18
ALD_Al2O3_Si_00195,Al2O3,Si(100),ALD,215.7,0.8,0.21,1.03,99.9,0.76,1.9910057229816125e-18,1.99e-18
ALD_Al2O3_Si_00196,Al2O3,Si(100),ALD,347.6,2.9,0.24,1.17,99.9,2,7.192010532832539e-18,7.19e-18
ALD_Al2O3_Si_00197,Al2O3,Si(100),ALD,209.2,5.2,0.94,1.04,99.9,0.56,5.256859720961403e-18,5.26e-18
ALD_Al2O3_Si_00198,Al2O3,Si(100),ALD,339,4.8,0.05,1.14,99.9,2,2.0700795976778522e-18,2.07e-18
ALD_Al2O3_Si_00199,Al2O3,Si(100),ALD,243.4,7.2,0.16,1.05,99.9,1.26,2.1458665485512484e-18,2.15e-18
ALD_Al2O3_Si_00200,Al2O3,Si(100),ALD,285.6,7.7,0.77,1.11,99.9,2,1.444047053537128e-17,1.44e-17
ALD_Al2O3_Si_00201,Al2O3,Si(100),ALD,286.2,9.1,0.46,1.11,99.9,2,3.598501453658181e-18,3.60e-18
ALD_Al2O3_Si_00202,Al2O3,Si(100),ALD,270,5.1,0.06,1.08,99.9,2,9.353689214152275e-19,9.35e-19
ALD_Al2O3_Si_00203,Al2O3,Si(100),ALD,229.5,4,1,1.1,99.9,0.93,9.217537765720265e-18,9.22e-18
ALD_Al2O3_Si_00204,Al2O3,Si(100),ALD,282,2.4,0.75,1.14,99.9,2,1.0499822900140595e-17,1.05e-17
ALD_Al2O3_Si_00205,Al2O3,Si(100),ALD,282.1,2.7,0.67,1.09,99.9,2,1.407613348504564e-17,1.41e-17
ALD_Al2O3_Si_00206,Al2O3,Si(100),ALD,189.1,9.7,0.45,1,97.4,0.64,3.7181107526491675e-18,3.72e-18
ALD_Al2O3_Si_00207,Al2O3,Si(100),ALD,330.3,9.9,0.19,1.15,99.9,2,5.888160440771494e-18,5.89e-18
ALD_Al2O3_Si_00208,Al2O3,Si(100),ALD,332.2,8.1,0.32,1.16,99.9,2,1.2095861299212206e-17,1.21e-17
ALD_Al2O3_Si_00209,Al2O3,Si(100),ALD,157.2,3.7,1,1.01,99.9,1.25,3.533552358214174e-18,3.53e-18
ALD_Al2O3_Si_00210,Al2O3,Si(100),ALD,223.1,9.9,0.29,1.1,96.4,0.65,2.3549789933543334e-18,2.35e-18
ALD_Al2O3_Si_00211,Al2O3,Si(100),ALD,259.3,1.5,0.93,1.11,99.9,2,1.2748238670500988e-17,1.27e-17
ALD_Al2O3_Si_00212,Al2O3,Si(100),ALD,278.4,6.1,0.96,1.14,99.9,2,1.292982936938014e-17,1.29e-17
ALD_Al2O3_Si_00213,Al2O3,Si(100),ALD,176.5,1,0.49,1.02,99.9,0.76,3.567640836275343e-18,3.57e-18
ALD_Al2O3_Si_00214,Al2O3,Si(100),ALD,262.1,0.6,0.62,1.1,99.9,2,7.250979969331475e-18,7.25e-18
ALD_Al2O3_Si_00215,Al2O3,Si(100),ALD,175.3,5.9,0.89,1.02,95.5,0.97,7.620434605803737e-18,7.62e-18
ALD_Al2O3_Si_00216,Al2O3,Si(100),ALD,241.9,9.5,0.62,1.08,98.1,1.32,5.242772717247898e-18,5.24e-18
ALD_Al2O3_Si_00217,Al2O3,Si(100),ALD,191.2,8.4,0.66,1.01,98.7,0.62,8.468549066048247e-18,8.47e-18
ALD_Al2O3_Si_00218,Al2O3,Si(100),ALD,261,8.2,0.23,1.07,97.8,2,5.8378775398498985e-18,5.84e-18
ALD_Al2O3_Si_00219,Al2O3,Si(100),ALD,251.6,0.5,0.3,1.06,99.9,1.83,3.657245234252898e-18,3.66e-18
ALD_Al2O3_Si_00220,Al2O3,Si(100),ALD,303.7,4.5,0.53,1.13,99.9,2,1.546617668968737e-17,1.55e-17
ALD_Al2O3_Si_00221,Al2O3,Si(100),ALD,163.9,7.7,0.83,1.04,98.2,1.27,3.812893241891654e-18,3.81e-18
ALD_Al2O3_Si_00222,Al2O3,Si(100),ALD,325.3,7.8,0.07,1.1,99.9,2,2.3334117916910364e-18,2.33e-18
ALD_Al2O3_Si_00223,Al2O3,Si(100),ALD,258.1,5.6,0.58,1.1,99.9,2,7.278078772087903e-18,7.28e-18
ALD_Al2O3_Si_00224,Al2O3,Si(100),ALD,349.6,9.9,0.26,1.14,99.9,2,5.889222584081873e-18,5.89e-18
ALD_Al2O3_Si_00225,Al2O3,Si(100),ALD,296.1,7.4,0.58,1.12,99.9,2,3.859309391046713e-18,3.86e-18
ALD_Al2O3_Si_00226,Al2O3,Si(100),ALD,333.8,6.2,0.45,1.17,99.9,2,1.180902174554147e-17,1.18e-17
ALD_Al2O3_Si_00227,Al2O3,Si(100),ALD,254.9,1.1,0.64,1.09,99.9,1.95,8.930026714400331e-18,8.93e-18
ALD_Al2O3_Si_00228,Al2O3,Si(100),ALD,183.4,2.2,0.67,1,99.9,0.62,6.2255612649433685e-18,6.23e-18
ALD_Al2O3_Si_00229,Al2O3,Si(100),ALD,162.5,7.8,0.59,0.98,94.5,1.16,3.012261326294685e-18,3.01e-18
ALD_Al2O3_Si_00230,Al2O3,Si(100),ALD,208.1,1.4,0.62,1.05,99.9,0.61,6.676420964971331e-18,6.68e-18
ALD_Al2O3_Si_00231,Al2O3,Si(100),ALD,340.3,9,0.57,1.16,99.9,2,1.4946993815545513e-17,1.49e-17
ALD_Al2O3_Si_00232,Al2O3,Si(100),ALD,307.1,7.3,0.13,1.12,99.9,2,2.5557457893468017e-18,2.56e-18
ALD_Al2O3_Si_00233,Al2O3,Si(100),ALD,232.1,9.3,0.5,1.06,97.6,0.96,6.945508884859809e-18,6.95e-18
ALD_Al2O3_Si_00234,Al2O3,Si(100),ALD,172.9,5.2,0.73,1,97.6,0.62,1.9764651399267245e-18,1.98e-18
ALD_Al2O3_Si_00235,Al2O3,Si(100),ALD,159,9.6,0.87,1.03,94,1.31,4.26653340991645e-18,4.27e-18
ALD_Al2O3_Si_00236,Al2O3,Si(100),ALD,274.8,2.4,0.96,1.13,99.9,2,1.3313336601793272e-17,1.33e-17
ALD_Al2O3_Si_00237,Al2O3,Si(100),ALD,270.8,4.1,0.5,1.07,99.9,2,1.1246590426960963e-17,1.12e-17
ALD_Al2O3_Si_00238,Al2O3,Si(100),ALD,338.9,8.8,0.56,1.17,99.9,2,1.4259482484042565e-17,1.43e-17
ALD_Al2O3_Si_00239,Al2O3,Si(100),ALD,190.5,5.4,0.7,1.02,98,0.6,5.453802643699117e-18,5.45e-18
ALD_Al2O3_Si_00240,Al2O3,Si(100),ALD,217,3.3,0.76,1.07,99.9,0.69,8.832565476691968e-18,8.83e-18
ALD_Al2O3_Si_00241,Al2O3,Si(100),ALD,169.8,6.9,0.7,0.99,99.9,0.83,2.4524972126953314e-18,2.45e-18
ALD_Al2O3_Si_00242,Al2O3,Si(100),ALD,298.5,5.6,0.91,1.14,99.9,2,1.7271444453956382e-17,1.73e-17
ALD_Al2O3_Si_00243,Al2O3,Si(100),ALD,269.5,3.8,0.75,1.11,99.9,2,9.778679036414244e-18,9.78e-18
ALD_Al2O3_Si_00244,Al2O3,Si(100),ALD,266.3,1.2,0.82,1.12,99.9,2,1.5706478803590193e-17,1.57e-17
ALD_Al2O3_Si_00245,Al2O3,Si(100),ALD,163.9,3.8,0.77,0.98,99.9,1.09,4.836152743571373e-18,4.84e-18
ALD_Al2O3_Si_00246,Al2O3,Si(100),ALD,218.6,7.9,0.24,1.03,98.7,0.53,2.020814282941776e-18,2.02e-18
ALD_Al2O3_Si_00247,Al2O3,Si(100),ALD,253.1,2.2,0.81,1.09,99.9,1.81,7.450821853420713e-18,7.45e-18
ALD_Al2O3_Si_00248,Al2O3,Si(100),ALD,310.4,2.3,0.71,1.14,99.9,2,2.1589603998247347e-17,2.16e-17
ALD_Al2O3_Si_00249,Al2O3,Si(100),ALD,268,3.7,0.23,1.11,99.9,2,3.2184163456733563e-18,3.22e-18
ALD_Al2O3_Si_00250,Al2O3,Si(100),ALD,211.4,0.7,0.95,1.06,99.9,0.53,4.825062903094189e-18,4.83e-18
ALD_Al2O3_Si_00251,Al2O3,Si(100),ALD,218,2.5,0.73,1.04,99.9,0.66,4.081627762136713e-18,4.08e-18
ALD_Al2O3_Si_00252,Al2O3,Si(100),ALD,151.3,4.6,0.39,0.98,99.9,1.78,2.0107260319974656e-18,2.01e-18
ALD_Al2O3_Si_00253,Al2O3,Si(100),ALD,176.8,1,0.11,1.01,99.9,0.77,4.477134651653488e-19,4.48e-19
ALD_Al2O3_Si_00254,Al2O3,Si(100),ALD,162.7,9.4,0.61,1.01,94,1.24,5.4478250177839406e-18,5.45e-18
ALD_Al2O3_Si_00255,Al2O3,Si(100),ALD,305.2,8.3,0.99,1.13,99.9,2,1.5831202977271743e-17,1.58e-17
ALD_Al2O3_Si_00256,Al2O3,Si(100),ALD,272.5,5.2,0.16,1.07,99.9,2,2.4589726423652242e-18,2.46e-18
ALD_Al2O3_Si_00257,Al2O3,Si(100),ALD,302.8,3.5,0.12,1.13,99.9,2,2.6267996131877225e-18,2.63e-18
ALD_Al2O3_Si_00258,Al2O3,Si(100),ALD,278,7.4,0.65,1.1,99.9,2,8.477547308955594e-18,8.48e-18
ALD_Al2O3_Si_00259,Al2O3,Si(100),ALD,256.3,7.1,0.28,1.08,99.9,2,1.832701209913024e-18,1.83e-18
ALD_Al2O3_Si_00260,Al2O3,Si(100),ALD,185.6,2.4,0.53,1.02,99.9,0.65,3.564385146049976e-18,3.56e-18
ALD_Al2O3_Si_00261,Al2O3,Si(100),ALD,268.9,1.9,0.93,1.1,99.9,2,1.0859769208442482e-17,1.09e-17
ALD_Al2O3_Si_00262,Al2O3,Si(100),ALD,189.7,4.5,0.52,1.01,99.9,0.67,3.585455647682826e-18,3.59e-18
ALD_Al2O3_Si_00263,Al2O3,Si(100),ALD,239.2,2.8,0.51,1.02,99.9,1.33,5.3944530142427125e-18,5.39e-18
ALD_Al2O3_Si_00264,Al2O3,Si(100),ALD,323.4,4.4,0.84,1.15,99.9,2,2.302314610592393e-17,2.30e-17
ALD_Al2O3_Si_00265,Al2O3,Si(100),ALD,239.1,4.2,0.19,1.04,99.9,1.18,3.367257103779021e-18,3.37e-18
ALD_Al2O3_Si_00266,Al2O3,Si(100),ALD,171.6,9.9,0.28,0.97,94.3,0.93,1.311816220997737e-18,1.31e-18
ALD_Al2O3_Si_00267,Al2O3,Si(100),ALD,175.9,2.2,0.1,1.01,99.9,0.65,4.9653850662299295e-19,4.97e-19
ALD_Al2O3_Si_00268,Al2O3,Si(100),ALD,345,8.5,0.77,1.16,99.9,2,1.4666693494357668e-17,1.47e-17
ALD_Al2O3_Si_00269,Al2O3,Si(100),ALD,229.3,1.4,0.2,1.03,99.9,0.87,1.848807905008459e-18,1.85e-18
ALD_Al2O3_Si_00270,Al2O3,Si(100),ALD,237.9,2.8,0.3,1.05,99.9,1.2,3.6458262431044545e-18,3.65e-18
ALD_Al2O3_Si_00271,Al2O3,Si(100),ALD,347.3,7,0.06,1.17,99.9,2,1.6046821274123585e-18,1.60e-18
ALD_Al2O3_Si_00272,Al2O3,Si(100),ALD,284.1,3,0.36,1.08,99.9,2,6.97409709455219e-18,6.97e-18
ALD_Al2O3_Si_00273,Al2O3,Si(100),ALD,200,6,0.99,1.07,99.9,0.57,6.935329016718458e-18,6.94e-18
ALD_Al2O3_Si_00274,Al2O3,Si(100),ALD,245.6,7.4,0.96,1.09,99.9,1.52,7.608004308405593e-18,7.61e-18
ALD_Al2O3_Si_00275,Al2O3,Si(100),ALD,345.2,7.3,0.41,1.15,99.9,2,1.4228611643577308e-17,1.42e-17
ALD_Al2O3_Si_00276,Al2O3,Si(100),ALD,301.8,0.9,0.31,1.12,99.9,2,5.990290192971702e-18,5.99e-18
ALD_Al2O3_Si_00277,Al2O3,Si(100),ALD,332.6,5.3,0.43,1.16,99.9,2,1.2486913629010514e-17,1.25e-17
ALD_Al2O3_Si_00278,Al2O3,Si(100),ALD,341.2,4.9,0.11,1.14,99.9,2,2.737089180865572e-18,2.74e-18
ALD_Al2O3_Si_00279,Al2O3,Si(100),ALD,223.5,3.4,0.43,1.05,99.9,0.69,3.2762167271528424e-18,3.28e-18
ALD_Al2O3_Si_00280,Al2O3,Si(100),ALD,238.9,8.6,0.98,1.08,99.9,1.28,1.1253802595084499e-17,1.13e-17
ALD_Al2O3_Si_00281,Al2O3,Si(100),ALD,264.6,4.9,0.83,1.11,99.9,2,1.0967731960349856e-17,1.10e-17
ALD_Al2O3_Si_00282,Al2O3,Si(100),ALD,235.6,9.4,0.4,1.07,99.2,1.09,7.093959185730556e-18,7.09e-18
ALD_Al2O3_Si_00283,Al2O3,Si(100),ALD,167.3,2,0.89,1.04,99.9,1.06,6.0430164091835844e-18,6.04e-18
ALD_Al2O3_Si_00284,Al2O3,Si(100),ALD,311.9,7.1,0.06,1.1,99.9,2,1.7023676745034665e-18,1.70e-18
ALD_Al2O3_Si_00285,Al2O3,Si(100),ALD,291,2.5,0.68,1.16,99.9,2,1.1881556746174166e-17,1.19e-17
ALD_Al2O3_Si_00286,Al2O3,Si(100),ALD,324.1,5.3,0.13,1.1,99.9,2,1.8591126232368032e-18,1.86e-18
ALD_Al2O3_Si_00287,Al2O3,Si(100),ALD,185.3,7.5,0.52,1.01,97.6,0.66,2.611545233463507e-18,2.61e-18
ALD_Al2O3_Si_00288,Al2O3,Si(100),ALD,168.3,4.4,0.4,1,99.9,0.85,1.7936897049389384e-18,1.79e-18
ALD_Al2O3_Si_00289,Al2O3,Si(100),ALD,328.8,6.9,0.46,1.16,99.9,2,1.1421670388745156e-17,1.14e-17
ALD_Al2O3_Si_00290,Al2O3,Si(100),ALD,286.2,5.3,0.73,1.11,99.9,2,1.2692226565143056e-17,1.27e-17
ALD_Al2O3_Si_00291,Al2O3,Si(100),ALD,225.2,5.8,0.25,1.03,99.9,0.74,2.862845151304827e-18,2.86e-18
ALD_Al2O3_Si_00292,Al2O3,Si(100),ALD,165.6,4.4,0.34,0.98,97.2,1.13,1.9617188840165946e-18,1.96e-18
ALD_Al2O3_Si_00293,Al2O3,Si(100),ALD,182.4,5.4,0.09,0.98,98.1,0.74,8.019993891627281e-19,8.02e-19
ALD_Al2O3_Si_00294,Al2O3,Si(100),ALD,242.8,0.9,0.83,1.1,99.9,1.44,8.582225228361277e-18,8.58e-18
ALD_Al2O3_Si_00295,Al2O3,Si(100),ALD,229.7,6.9,0.38,1.05,99.9,0.93,4.049906803899036e-18,4.05e-18
ALD_Al2O3_Si_00296,Al2O3,Si(100),ALD,340.8,1.6,0.74,1.17,99.9,2,2.4762229386751824e-17,2.48e-17
ALD_Al2O3_Si_00297,Al2O3,Si(100),ALD,335.9,4.6,0.77,1.19,99.9,2,2.3856528853255184e-17,2.39e-17
ALD_Al2O3_Si_00298,Al2O3,Si(100),ALD,173.4,2.2,0.75,1.02,99.9,1.02,6.275818109373999e-18,6.28e-18
ALD_Al2O3_Si_00299,Al2O3,Si(100),ALD,192.8,3.1,0.78,1.04,99.9,0.54,6.8117049745044905e-18,6.81e-18
ALD_Al2O3_Si_00300,Al2O3,Si(100),ALD,175.8,5.7,0.46,1.01,99.8,0.87,1.8064434416136767e-18,1.81e-18
ALD_Al2O3_Si_00301,Al2O3,Si(100),ALD,276.5,1.6,0.66,1.1,99.9,2,1.0146941527286363e-17,1.01e-17
ALD_Al2O3_Si_00302,Al2O3,Si(100),ALD,160.1,8.6,0.81,0.99,94,1.36,3.975370951452964e-18,3.98e-18
ALD_Al2O3_Si_00303,Al2O3,Si(100),ALD,215.9,3.4,0.54,1.05,99.9,0.54,8.865485823012936e-18,8.87e-18
ALD_Al2O3_Si_00304,Al2O3,Si(100),ALD,210.5,9.7,0.92,1.07,95.4,0.53,6.871699648635246e-18,6.87e-18
ALD_Al2O3_Si_00305,Al2O3,Si(100),ALD,150.2,5.4,0.07,0.95,97.4,1.77,2.2729372435510727e-19,2.27e-19
ALD_Al2O3_Si_00306,Al2O3,Si(100),ALD,266.9,7.5,0.75,1.11,99.9,2,1.2256375195024612e-17,1.23e-17
ALD_Al2O3_Si_00307,Al2O3,Si(100),ALD,150.3,7.3,0.14,0.98,94.8,1.67,7.329402995589648e-19,7.33e-19
ALD_Al2O3_Si_00308,Al2O3,Si(100),ALD,250.7,4.6,0.65,1.07,99.9,1.62,7.789085412554762e-18,7.79e-18
ALD_Al2O3_Si_00309,Al2O3,Si(100),ALD,214.5,7.2,0.64,1.05,99.9,0.57,5.098672800090929e-18,5.10e-18
ALD_Al2O3_Si_00310,Al2O3,Si(100),ALD,175.9,2.6,0.92,1.02,99.9,0.87,7.075931138013719e-18,7.08e-18
ALD_Al2O3_Si_00311,Al2O3,Si(100),ALD,190.9,3.9,0.21,1,99.9,0.42,1.1077614579674646e-18,1.11e-18
ALD_Al2O3_Si_00312,Al2O3,Si(100),ALD,257.1,3.3,0.94,1.12,99.9,2,1.113083476377775e-17,1.11e-17
ALD_Al2O3_Si_00313,Al2O3,Si(100),ALD,167.7,3.3,0.12,0.99,99.9,1.04,5.358380944415744e-19,5.36e-19
ALD_Al2O3_Si_00314,Al2O3,Si(100),ALD,224.9,6,0.56,1.07,99.9,0.8,7.363699425398939e-18,7.36e-18
ALD_Al2O3_Si_00315,Al2O3,Si(100),ALD,257.8,1.9,0.62,1.11,99.9,2,8.94793386853196e-18,8.95e-18
ALD_Al2O3_Si_00316,Al2O3,Si(100),ALD,165.4,5,0.47,0.99,99.9,1,1.7684171988370303e-18,1.77e-18
ALD_Al2O3_Si_00317,Al2O3,Si(100),ALD,302,3.3,0.81,1.15,99.9,2,1.2436353474783605e-17,1.24e-17
ALD_Al2O3_Si_00318,Al2O3,Si(100),ALD,274.4,3.2,0.45,1.09,99.9,2,1.2307629123203238e-17,1.23e-17
ALD_Al2O3_Si_00319,Al2O3,Si(100),ALD,319.7,8.9,0.46,1.15,99.9,2,1.5504514962280576e-17,1.55e-17
ALD_Al2O3_Si_00320,Al2O3,Si(100),ALD,154.5,7.5,0.73,0.99,99,1.66,4.416811039171678e-18,4.42e-18
ALD_Al2O3_Si_00321,Al2O3,Si(100),ALD,159.4,0.9,0.58,0.99,99.9,1.24,2.845774461523387e-18,2.85e-18
ALD_Al2O3_Si_00322,Al2O3,Si(100),ALD,257.8,2,0.91,1.11,99.9,2,1.8907722649784042e-17,1.89e-17
ALD_Al2O3_Si_00323,Al2O3,Si(100),ALD,200.1,1.8,0.08,0.99,99.9,0.47,4.1105034378245293e-19,4.11e-19
ALD_Al2O3_Si_00324,Al2O3,Si(100),ALD,192.8,2,0.79,1.06,99.9,0.44,6.841459582919364e-18,6.84e-18
ALD_Al2O3_Si_00325,Al2O3,Si(100),ALD,267.9,2.1,0.06,1.06,99.9,2,7.71709657154191e-19,7.72e-19
ALD_Al2O3_Si_00326,Al2O3,Si(100),ALD,279.3,8.3,0.14,1.07,99.9,2,2.0853546171239504e-18,2.09e-18
ALD_Al2O3_Si_00327,Al2O3,Si(100),ALD,150.8,3.3,0.54,1,99.9,1.71,3.060863940893529e-18,3.06e-18
ALD_Al2O3_Si_00328,Al2O3,Si(100),ALD,246.2,4.5,0.65,1.09,99.9,1.66,7.259935863364383e-18,7.26e-18
ALD_Al2O3_Si_00329,Al2O3,Si(100),ALD,300.7,6.6,0.34,1.13,99.9,2,6.0832991946158375e-18,6.08e-18
ALD_Al2O3_Si_00330,Al2O3,Si(100),ALD,258.2,7.9,0.54,1.09,99.9,2,6.12976265843122e-18,6.13e-18
ALD_Al2O3_Si_00331,Al2O3,Si(100),ALD,215,5.8,0.15,1.02,99.9,0.51,6.865645527820108e-19,6.87e-19
ALD_Al2O3_Si_00332,Al2O3,Si(100),ALD,339.9,5.2,0.92,1.17,99.9,2,3.467110781333269e-17,3.47e-17
ALD_Al2O3_Si_00333,Al2O3,Si(100),ALD,168.4,7.2,0.68,1,99.9,0.93,2.705540275997547e-18,2.71e-18
ALD_Al2O3_Si_00334,Al2O3,Si(100),ALD,276.8,9.9,0.86,1.11,99.9,2,2.380659891957507e-17,2.38e-17
ALD_Al2O3_Si_00335,Al2O3,Si(100),ALD,227.6,8.4,0.28,1.06,99.9,0.93,2.509799662836264e-18,2.51e-18
ALD_Al2O3_Si_00336,Al2O3,Si(100),ALD,292.2,3.7,0.22,1.1,99.9,2,6.160623508892204e-18,6.16e-18
ALD_Al2O3_Si_00337,Al2O3,Si(100),ALD,294.9,7.5,0.18,1.09,99.9,2,1.9671226101254915e-18,1.97e-18
ALD_Al2O3_Si_00338,Al2O3,Si(100),ALD,314.8,7.8,0.66,1.14,99.9,2,1.907828775766659e-17,1.91e-17
ALD_Al2O3_Si_00339,Al2O3,Si(100),ALD,162.1,3.8,0.9,1.01,99.5,1.37,6.112850630300329e-18,6.11e-18
ALD_Al2O3_Si_00340,Al2O3,Si(100),ALD,306.7,0.4,0.47,1.12,99.9,2,1.484794393531824e-17,1.48e-17
ALD_Al2O3_Si_00341,Al2O3,Si(100),ALD,170.4,1.4,0.37,0.98,99.9,0.73,1.2731049023275513e-18,1.27e-18
ALD_Al2O3_Si_00342,Al2O3,Si(100),ALD,343.8,3.2,0.09,1.15,99.9,2,2.218905278487703e-18,2.22e-18
ALD_Al2O3_Si_00343,Al2O3,Si(100),ALD,201.7,8.7,0.29,1.02,96.2,0.58,2.560928707979657e-18,2.56e-18
ALD_Al2O3_Si_00344,Al2O3,Si(100),ALD,282.6,5.8,0.24,1.09,99.9,2,4.310888110355796e-18,4.31e-18
ALD_Al2O3_Si_00345,Al2O3,Si(100),ALD,233.9,8.8,0.31,1.04,99.9,1.14,3.470766585977565e-18,3.47e-18
ALD_Al2O3_Si_00346,Al2O3,Si(100),ALD,269.8,9.4,0.06,1.08,99.9,2,7.770215542983374e-19,7.77e-19
ALD_Al2O3_Si_00347,Al2O3,Si(100),ALD,228,5,0.19,1.02,99.9,0.79,2.9545103375177996e-18,2.95e-18
ALD_Al2O3_Si_00348,Al2O3,Si(100),ALD,183.2,0.7,0.45,0.98,99.9,0.57,6.1502546174787655e-18,6.15e-18
ALD_Al2O3_Si_00349,Al2O3,Si(100),ALD,293,0.5,0.71,1.12,99.9,2,1.368005831835422e-17,1.37e-17
ALD_Al2O3_Si_00350,Al2O3,Si(100),ALD,311.6,2.6,0.77,1.15,99.9,2,1.987967120367205e-17,1.99e-17
ALD_Al2O3_Si_00351,Al2O3,Si(100),ALD,288.8,1.3,0.69,1.13,99.9,2,1.2639706270138313e-17,1.26e-17
ALD_Al2O3_Si_00352,Al2O3,Si(100),ALD,297.9,3.7,0.91,1.17,99.9,2,2.636212412508351e-17,2.64e-17
ALD_Al2O3_Si_00353,Al2O3,Si(100),ALD,251.3,1,0.18,1.07,99.9,1.84,2.78651368647201e-18,2.79e-18
ALD_Al2O3_Si_00354,Al2O3,Si(100),ALD,284.3,0.7,0.52,1.11,99.9,2,6.504442697011162e-18,6.50e-18
ALD_Al2O3_Si_00355,Al2O3,Si(100),ALD,346.3,5.7,0.78,1.19,99.9,2,2.078263239971791e-17,2.08e-17
ALD_Al2O3_Si_00356,Al2O3,Si(100),ALD,315.8,1.1,0.1,1.11,99.9,2,1.784899005829067e-18,1.78e-18
ALD_Al2O3_Si_00357,Al2O3,Si(100),ALD,297.8,9,0.39,1.12,99.9,2,1.7141044922127287e-17,1.71e-17
ALD_Al2O3_Si_00358,Al2O3,Si(100),ALD,212.7,9.9,0.75,1.05,94,0.76,7.656372581636609e-18,7.66e-18
ALD_Al2O3_Si_00359,Al2O3,Si(100),ALD,293.2,2.5,0.17,1.11,99.9,2,2.64945487395452e-18,2.65e-18
ALD_Al2O3_Si_00360,Al2O3,Si(100),ALD,232.6,8.6,0.95,1.07,99.9,0.98,7.940914544875359e-18,7.94e-18
ALD_Al2O3_Si_00361,Al2O3,Si(100),ALD,281.3,3.6,0.08,1.09,99.9,2,1.7176795714768057e-18,1.72e-18
ALD_Al2O3_Si_00362,Al2O3,Si(100),ALD,248.2,9.4,0.91,1.12,99.2,1.6,1.4222565155004423e-17,1.42e-17
ALD_Al2O3_Si_00363,Al2O3,Si(100),ALD,166.9,0.6,0.74,1,99.9,1.21,4.988039469817474e-18,4.99e-18
ALD_Al2O3_Si_00364,Al2O3,Si(100),ALD,264,9,0.84,1.11,99.9,2,1.0358491322568144e-17,1.04e-17
ALD_Al2O3_Si_00365,Al2O3,Si(100),ALD,296.2,6.1,1,1.16,99.9,2,2.1121863228328338e-17,2.11e-17
ALD_Al2O3_Si_00366,Al2O3,Si(100),ALD,172.5,6,0.43,0.99,99.6,0.87,2.475987133740034e-18,2.48e-18
ALD_Al2O3_Si_00367,Al2O3,Si(100),ALD,212.1,3.3,0.82,1.06,99.9,0.55,5.165377908585327e-18,5.17e-18
ALD_Al2O3_Si_00368,Al2O3,Si(100),ALD,281.8,8.8,0.24,1.09,99.9,2,3.0905363927931768e-18,3.09e-18
ALD_Al2O3_Si_00369,Al2O3,Si(100),ALD,278.3,3,0.37,1.1,99.9,2,6.818959447276935e-18,6.82e-18
ALD_Al2O3_Si_00370,Al2O3,Si(100),ALD,196.4,0.2,0.88,1.03,99.9,0.6,6.665989562944114e-18,6.67e-18
ALD_Al2O3_Si_00371,Al2O3,Si(100),ALD,225,1,0.41,1.05,99.9,0.82,4.559466188730495e-18,4.56e-18
ALD_Al2O3_Si_00372,Al2O3,Si(100),ALD,276.1,0.7,0.78,1.12,99.9,2,1.565075797879453e-17,1.57e-17
ALD_Al2O3_Si_00373,Al2O3,Si(100),ALD,218.8,4.3,0.61,1.07,99.9,0.81,8.561523142231941e-18,8.56e-18
ALD_Al2O3_Si_00374,Al2O3,Si(100),ALD,284.6,2.8,0.48,1.12,99.9,2,6.575791124783157e-18,6.58e-18
ALD_Al2O3_Si_00375,Al2O3,Si(100),ALD,344.7,5.3,0.77,1.22,99.9,2,2.929819880827916e-17,2.93e-17
ALD_Al2O3_Si_00376,Al2O3,Si(100),ALD,215.2,6.4,0.56,1.03,99.9,0.62,6.0144090995149684e-18,6.01e-18
ALD_Al2O3_Si_00377,Al2O3,Si(100),ALD,316.2,1.9,0.18,1.14,99.9,2,3.883736233670518e-18,3.88e-18
ALD_Al2O3_Si_00378,Al2O3,Si(100),ALD,235.1,2.5,0.91,1.08,99.9,0.99,9.859057022605841e-18,9.86e-18
ALD_Al2O3_Si_00379,Al2O3,Si(100),ALD,271.2,4.6,0.4,1.12,99.9,2,5.5274306735125084e-18,5.53e-18
ALD_Al2O3_Si_00380,Al2O3,Si(100),ALD,336.8,7.7,0.9,1.17,99.9,2,4.9257437184313215e-17,4.93e-17
ALD_Al2O3_Si_00381,Al2O3,Si(100),ALD,193,9.3,0.46,1,99.9,0.44,3.3034162844815588e-18,3.30e-18
ALD_Al2O3_Si_00382,Al2O3,Si(100),ALD,192.1,8.8,0.75,1.02,98.5,0.37,5.833007438042253e-18,5.83e-18
ALD_Al2O3_Si_00383,Al2O3,Si(100),ALD,158.2,8.4,0.11,0.93,94,1.19,4.75310072290883e-19,4.75e-19
ALD_Al2O3_Si_00384,Al2O3,Si(100),ALD,340.4,8.9,0.11,1.14,99.9,2,2.898904503902681e-18,2.90e-18
